sent-api1344-UAZ-r1-1289294-137,"Indeed , new drugs such as BAY43-9006 have been developed as selective inhibitors of B-Raf and are currently in Phase II clinical trials [ XREF_BIBR ] ."
sent-api1344-UAZ-r1-1289294-47,"The supernatant was discarded , and the pellet was washed twice with cold acetone to extract away the trichloroacetic acid and the proteins resuspended in resolubilization buffer ( 20 mM Tris , 23 mM glycine , 1 mM EDTA , and 10 mM β-glycerophosphate ) ."
sent-api1344-UAZ-r1-1289294-58,"Anti-MAP Kinase 2/ERK2 antibody ( Catalog # 06-333 , used at 1:500 ) was also purchased from Upstate ."
sent-api1344-UAZ-r1-1289294-90,"Melanoma cells showed dose dependent inhibition with 0.01 nM to 100 nM of BAY43-9006 ( Figure  XREF_FIG ) , or rapamycin ( Figure  XREF_FIG ) ."
sent-api1344-UAZ-r1-1289294-49,"Proteins were resuspended in SDS containing sample buffer , heated for 10 min at 100 ° C , and 10 ng/lane was resolved by SDS-PAGE and transferred to Immobilon-P ( Millipore ) ."
sent-api1344-UAZ-r1-1289294-32,"The action of rapamycin is understood to involve binding to the receptor protein FKBP12 ; this drug protein complex binds to the mTOR protein kinase and interferes with phosphorylation of two well recognized downstream targets , p70S6K ( p70 ribosomal S6 kinase ) and 4EBP1 ( aka : 4E binding protein 1 , eukaryotic translation initiation factor 4E binding protein , and PHAS-1 ) [ XREF_BIBR ] ."
sent-api1344-UAZ-r1-1289294-46,"Cells were lysed in one ml of ice-cold 5 % trichloroacetic acid for 10 minutes , scraped from the dish using a Costar cell lifter and the slurry was transferred to a 1.5-ml microcentrifuge tube and centrifuged for 10 minutes at 10,000 × g."
sent-api1344-UAZ-r1-1289294-155,"In clinical studies with BAY43-9006 plus chemotherapy , objective tumor regressions were more common in patients who had wild-type B-raf [ XREF_BIBR ] ."
sent-api1344-UAZ-r1-1289294-151,"Together , these findings argue against use of CCI-779 as a single agent , but support investigation of mTOR inhibitors as part of combination therapy for treatment of patients with malignant melanoma ."
sent-api1344-UAZ-r1-1289294-55,"4E-BP1 Antibody ( Catalog # 9452 , used at 1:500 ) was purchased from Cell Signaling ."
sent-api1344-UAZ-r1-1289294-45,"The next day , cells were rinsed with room temperature PBS , frozen by placing the dish on a mixture of acetone and dry ice ."
sent-api1344-UAZ-r1-1289294-126,There also was an increased level in the dual phosphorylation ( Ser217/221 ) of MEK ( not shown ) .
sent-api1344-UAZ-r1-1289294-176,"Under these circumstances , single chemical inhibitors are efficacious , such as Gleevec inhibition of BCR-ABL in CML [ XREF_BIBR ] ."
sent-api1344-UAZ-r1-1289294-34,"Pharmacokinetic analysis revealed that CCI-779 was progressively converted into rapamycin , its main metabolite , beginning as early as 15 minutes after infusion of the drug [ XREF_BIBR ] , therefore , we used rapamycin in our studies ."
sent-api1344-UAZ-r1-1289294-161,This suggests that administration of a combination of an mTOR inhibitor ( rapamycin or CCI-779 ) and BAY43-9006 could be an especially effective approach to therapy of melanoma .
sent-api1344-UAZ-r1-1289294-97,Melanoma cell proliferation was inhibited by either BAY43-9006 or rapamycin over the 0.01 – 100 nM concentration range .
sent-api1344-UAZ-r1-1289294-66,"In an isobologram , the IC70 dose pairs for two drugs together which fall on the line indicate an additive effect ."
sent-api1344-UAZ-r1-1289294-22,"One example is BAY43-9006 ( aka : sorafenib , N-( 3-trifluoromethyl-4-chlorophenyl )-N '-( 4-( 2-methylcarbamoyl pyridin-4-yl ) oxyphenyl ) urea ) , an investigational compound , currently in phase II and III clinical trials , designed to inhibit both B-Raf and C-Raf kinases [ XREF_BIBR , XREF_BIBR ] ."
sent-api1344-UAZ-r1-1289294-14,Background .
sent-api1344-UAZ-r1-1289294-108,"Melanoma cells were treated with rapamycin and BAY 43-9006 , either singly or in combination , for one hour , and protein phosphorylation was examined by Western blot analysis 24 hours later ."
sent-api1344-UAZ-r1-1289294-12,"There was synergistic inhibition of melanoma cell proliferation by the combination of rapamycin and BAY 43-9006 , and unexpected inhibition of two signaling pathways by agents thought to target only one of those pathways ."
sent-api1344-UAZ-r1-1289294-144,"Because the B-Raf and mTOR pathways are thought to operate in parallel , we hypothesized that combined inhibition of these kinases would be effective in blocking cell growth and cell proliferation ."
sent-api1344-UAZ-r1-1289294-89,"We found that micromolar concentrations were cytotoxic , because cell numbers decreased after two days , whereas nanomolar concentrations were growth inhibitory ."
sent-api1344-UAZ-r1-1289294-79,"Shown in Figure  XREF_FIG  is a Western blot detecting the phosphorylation of the mTOR substrate , 4EBP1 , from 3 different melanoma cell lines grown in the presence of either 5 % or 0.5 % serum ."
sent-api1344-UAZ-r1-1289294-16,"Thus , there is a need for development of effective therapies that can slow progression of solid tumors by blocking the action of those oncogenes ."
sent-api1344-UAZ-r1-1289294-5,Results .
sent-api1344-UAZ-r1-1289294-6,Serum stimulated proliferation of multiple human melanoma cell lines was inhibited by BAY43-9006 and by rapamycin .
sent-api1344-UAZ-r1-1289294-138,"Inhibition of mTOR by rapamycin has been standard treatment for immunosuppression following organ transplant [ XREF_BIBR ] , and the rapamycin derivative CCI-779 is now being clinically tested as a cancer chemotherapy [ XREF_BIBR - XREF_BIBR ] ."
sent-api1344-UAZ-r1-1289294-56,"GAPDH Antibody ( Catalog # MAB374 , used at 1:500 ) was purchased from Chemicon International ."
sent-api1344-UAZ-r1-1289294-20,"The recent discovery that 60 – 70 % of human melanomas have activating mutations in B-Raf ( with 80 % of these mutations caused by a single substitution V599E ) make this protein kinase an especially promising target for inhibition [ XREF_BIBR , XREF_BIBR ] ."
sent-api1344-UAZ-r1-1289294-68,Human Subjects .
sent-api1344-UAZ-r1-1289294-39,"What was unexpected was that each of the drugs inhibited phosphorylation in both the Raf and mTOR pathways , suggesting there was interdependence or cross-talk between these pathways in melanoma cells ."
sent-api1344-UAZ-r1-1289294-87,Cells were exposed to different doses of either drug for one hour .
sent-api1344-UAZ-r1-1289294-153,"In biochemical assays , the kinase activity of V599E B-Raf is less sensitive to inhibition by BAY43-9006 than wild-type B-Raf , suggesting that melanomas with the B-Raf V599E mutation might be resistant to the effects of this drug [ XREF_BIBR ] ."
sent-api1344-UAZ-r1-1289294-171,"Since there appears to be cross-talk between mTOR and Raf-MEK-ERK pathways , it might be expected that combination therapy with rapamycin and BAY43-9006 might simply be additive ."
sent-api1344-UAZ-r1-1289294-104,"Compared to the single agents , the IC70 for the dose pairs ( rapamycin and BAY43-9006 together ) falls below the line , for each of these melanoma cell lines , indicating that the combination is synergistic ( Figure  XREF_FIG ) ."
sent-api1344-UAZ-r1-1289294-170,"Another report shows that following hypertonic stress , HEK 293 cells show increase in protein synthesis , and simultaneous inhibition of both mTOR and ERK was required to prevent de novo translation [ XREF_BIBR ] ."
sent-api1344-UAZ-r1-1289294-101,"Treatment of three melanoma cell lines ( VMM39 , VMM5A , and VMM18 ) with rapamycin alone induced a 70 % growth inhibition ( IC70 ) from approximately 10 nM ( VMM39 ) to 2 nM ( VMM5A and VMM18 ) ."
sent-api1344-UAZ-r1-1289294-43,"After 24 hours , the cells were harvested and lysed as described for analysis of proteins in Figures  XREF_FIG  and  XREF_FIG ."
sent-api1344-UAZ-r1-1289294-123,"We do not understand the basis for the reduced recovery of 4EBP1 , but it did not seem to depend simply on the phosphorylation state because phosphorylation was blocked with the single drug treatments , without change in the level of the 4EBP1 protein ."
sent-api1344-UAZ-r1-1289294-2,Targeted inhibition of protein kinases is now acknowledged as an effective approach for cancer therapy .
sent-api1344-UAZ-r1-1289294-77,"However , all showed higher rates of proliferation ~ 2-fold in the presence of 5 % serum ."
sent-api1344-UAZ-r1-1289294-166,"In cardiomyocytes , PKC dependent activation of mTOR and p70S6K was inhibited by U0126 , implicating a requirement for MEK [ XREF_BIBR ] ."
sent-api1344-UAZ-r1-1289294-38,Each of these drugs inhibited the serum stimulated phosphorylation of known Raf and mTOR substrates .
sent-api1344-UAZ-r1-1289294-100,"To assess synergism versus additivity quantitatively , we used a focused isobologram method ( Figure  XREF_FIG ) ."
sent-api1344-UAZ-r1-1289294-84,BAY43-9006 and rapamycin inhibit proliferation of melanoma cells .
sent-api1344-UAZ-r1-1289294-1,Background .
sent-api1344-UAZ-r1-1289294-64,"An IC70 was selected , and these doses of each drug alone were plotted as the ordinate and abscissa in a Cartesian log-log plot ."
sent-api1344-UAZ-r1-1289294-133,Discussion .
sent-api1344-UAZ-r1-1289294-182,"Because a combination of rapamycin and BAY43-9006 is more effective at inhibiting melanoma cell proliferation than either drug alone , further studies of this combination in animal models and clinical trials deserve to be examined ."
sent-api1344-UAZ-r1-1289294-125,"In VMM18 melanoma cells , the dual phosphorylation ( Tyr / Thr ) of ERK was 9-fold higher in cells grown in 5 % serum relative to cells grown in the absence of serum ( Figure  XREF_FIG , lanes 2 versus 1 ) ."
sent-api1344-UAZ-r1-1289294-106,"However , all melanoma cell lines tested displayed synergistic inhibition of proliferation , indicating that these drugs were more effective in combination than alone ."
sent-api1344-UAZ-r1-1289294-154,"However , in the present study , proliferation of the human melanoma cells was inhibited by BAY43-9006 , and at a dose of 10 nM , the cells that contained mutated B-Raf V599E were more sensitive than cells with wild-type B-Raf ."
sent-api1344-UAZ-r1-1289294-50,"Membranes were blocked in 1 % BSA in 50 mM Tris-Cl ( pH 7.5 ) , 0.9 % NaCl , 0.05 % Tween 20 , and 0.01 % antifoam A. Membranes were probed with antibodies listed below ."
sent-api1344-UAZ-r1-1289294-148,Results from a phase II trial using CCI-779 alone showed only one response among 33 observed patients [ XREF_BIBR ] .
sent-api1344-UAZ-r1-1289294-150,"However , our data show that melanoma cell proliferation is effectively inhibited in vitro by low doses of rapamycin ."
sent-api1344-UAZ-r1-1289294-116,There is not a well documented requirement of Raf-MEK-ERK activity for the phosphorylation of mTOR substrates p70S6K and 4EBP1 .
sent-api1344-UAZ-r1-1289294-10,"We also observed unexpected rapamycin inhibition of the phosphorylation of ERK , as well as BAY43-9006 inhibition of the phosphorylation of mTOR substrates , p70S6K and 4EBP1 ."
sent-api1344-UAZ-r1-1289294-88,"Then , the media was changed and the cells were cultured for two days in the presence of serum ."
sent-api1344-UAZ-r1-1289294-44,"For analysis of the proteins in Figures  XREF_FIG  and  XREF_FIG , VMM18 melanoma cells were plated in petri dishes , treated with drugs or not for one hour , washed , and incubated overnight in RPMI medium plus 5 % FBS ."
sent-api1344-UAZ-r1-1289294-42,"For analysis of proteins in Figure  XREF_FIG  and  XREF_FIG , VMM5A , VMM18 , and VMM39 melanoma cells were plated in Petri dishes and incubated for 24 hours in either RPMI medium plus 5 % FBS or 0.5 % FBS ."
sent-api1344-UAZ-r1-1289294-53,Antibodies .
sent-api1344-UAZ-r1-1289294-164,Previously published results have suggested interdependence between mTOR and Raf-MEK-ERK signaling [ XREF_BIBR - XREF_BIBR ] .
sent-api1344-UAZ-r1-1289294-163,"Specifically , we found that BAY43-9006 inhibited serum stimulated phosphorylation of p70S6K and 4EBP1 , and rapamycin blocked serum stimulated phosphorylation of ERK ."
sent-api1344-UAZ-r1-1289294-8,"Regardless of B-Raf mutational status , the combination of low dose rapamycin and BAY43-9006 synergistically inhibited melanoma cell proliferation ."
sent-api1344-UAZ-r1-1289294-168,Combination of rapamycin and PD098059 was not tested .
sent-api1344-UAZ-r1-1289294-178,These cancer cells utilize either alternate pathways or compensatory mechanisms to evade inhibition .
sent-api1344-UAZ-r1-1289294-152,"With regards to B-Raf , recent structural studies have shown that BAY43-9006 interacts with an inactive conformation of B-Raf [ XREF_BIBR ] ."
sent-api1344-UAZ-r1-1289294-33,"An appreciation of the potent inhibition of cell growth and protein synthesis , as well as cell cycle arrest , imposed by rapamycin led to testing of its derivatives , in particular CCI-779 , as cytostatic agents , especially for various cancers refractory to other forms of cancer chemotherapy [ XREF_BIBR - XREF_BIBR ] ."
sent-api1344-UAZ-r1-1289294-95,"Therefore , nanomolar concentrations of either BAY43-9006 or rapamycin inhibit the proliferation of melanoma cells , whether or not they have mutated B-Raf ."
sent-api1344-UAZ-r1-1289294-146,"Human tumors deficient in PTEN have activated Akt , and are especially sensitive to mTOR inhibitors [ XREF_BIBR ] ."
sent-api1344-UAZ-r1-1289294-94,"This difference in growth inhibition was observed in two additional cell lines , one wild-type ( DM122 ) and one V599E ( VMM12 ) ."
sent-api1344-UAZ-r1-1289294-17,Cancer therapy has undergone a paradigm shift based on the therapeutic effectiveness of imatinib mesylate ( Gleevec ) .
sent-api1344-UAZ-r1-1289294-67,"Points above this line indicate antagonism , and points below the line indicate synergism ."
sent-api1344-UAZ-r1-1289294-57,"Anti-phospho MAP Kinase ( ERK1/2 ) , clone 12D4 antibody ( Catalog # 05-481 , used at 1:500 ) was purchased from Upstate ."
sent-api1344-UAZ-r1-1289294-141,"The B-Raf kinase is activated by GTP-Ras in response to growth factors and phosphorylates MEK , which in turn activates ERK to phosphorylate downstream targets such as kinases and transcription factors that promote cell division [ XREF_BIBR ] ."
sent-api1344-UAZ-r1-1289294-70,Informed consent was obtained from all of the study participants .
sent-api1344-UAZ-r1-1289294-128,These results were consistent with the inhibition of B-Raf by BAY43-9006 .
sent-api1344-UAZ-r1-1289294-81,"Shown in Figure  XREF_FIG  is a Western blot detecting both the dual phosphorylated ( activated ) form of ERK , as well as total ERK protein in three different melanoma cell lines grown in 5 % or 0.5 % serum ."
sent-api1344-UAZ-r1-1289294-136,"Activating mutations in B-Raf have been found in 60 – 70 % of human melanomas , making B-Raf a potential target for small molecule inhibitors as therapy [ XREF_BIBR , XREF_BIBR , XREF_BIBR , XREF_BIBR ] ."
sent-api1344-UAZ-r1-1289294-48,Protein yields were determined by BCA analysis .
sent-api1344-UAZ-r1-1289294-27,"However , these studies have not addressed the effects of BAY 43-9006 in combination with any other kinase inhibitors ."
sent-api1344-UAZ-r1-1289294-173,"However , studies are in development for such combination therapies in human clinical trials , sponsored by the Clinical Trials Evaluation Program ( CTEP ) of the NIH ."
sent-api1344-UAZ-r1-1289294-131,"Combination treatment of a 10 nM dose of rapamycin plus a 10 nM dose of BAY 43-9006 reduced the phosphorylation of ERK to a level even below that seen in cells grown in the absence of serum ( Figure  XREF_FIG , lane 5 ) ."
sent-api1344-UAZ-r1-1289294-162,"Our results indicate that rapamycin and BAY43-9006 inhibit their cognate targets in melanoma cells ( mTOR and B-Raf respectively ) , as well as downstream effectors thought to be in other pathways , providing evidence for cellular cross-talk between the different signaling pathways studied ."
sent-api1344-UAZ-r1-1289294-102,These were plotted on the ordinate .
sent-api1344-UAZ-r1-1289294-175,"Cancer cells may be dependent on particular oncogenes for cell growth , which renders them sensitive to drugs that inhibit these protein targets ."
sent-api1344-UAZ-r1-1289294-13,These results indicate that combinations of inhibitors of mTOR and of the B-raf signaling pathways may be more effective as a treatment for melanoma than use of either agent alone .
sent-api1344-UAZ-r1-1289294-169,"In proximal tubular epithelial cells , insulin activated phosphorylation of 4EBP1 could be inhibited by PD098059 , suggesting a requirement for MAPK [ XREF_BIBR ] ."
sent-api1344-UAZ-r1-1289294-92,"Among the melanoma cell lines , there was a significant difference in the amount of inhibition at 10 nM BAY43-9006 or rapamycin ."
sent-api1344-UAZ-r1-1289294-145,"Though our results with multiple melanoma cell lines support that hypothesis , they also gave some unexpected results ."
sent-api1344-UAZ-r1-1289294-18,"This drug was designed as a specific inhibitor of the BCR-ABL oncogene protein tyrosine kinase , known to be responsible for chronic myeloid leukemia ( CML ) cells [ XREF_BIBR ] ."
sent-api1344-UAZ-r1-1289294-165,"In vascular smooth muscle cells under hyperglycemic conditions ( 25 mM versus 5 mM glucose ) , inhibition of PI3K with LY294002 or inhibition of mTOR by rapamycin reduced the level of ERK Tyr phosphorylation [ XREF_BIBR ] ."
sent-api1344-UAZ-r1-1289294-78,We could detect activation of the mTOR and ERK signaling pathways in proliferating melanoma cells .
sent-api1344-UAZ-r1-1289294-140,Current knowledge suggests that B-Raf and mTOR protein kinases operate in separate signaling pathways .
sent-api1344-UAZ-r1-1289294-99,"For example , 0.01 nM of each drug together was more effective at inhibiting melanoma cell proliferation than 1 nM of either drug alone ."
sent-api1344-UAZ-r1-1289294-23,"B-Raf is a component of a cell signaling pathway which includes the upstream activator of Raf , called Ras , and the direct substrate of Raf , called MEK1/2 and the MEK substrate ERK1/2 [ XREF_BIBR ] ."
sent-api1344-UAZ-r1-1289294-114,"Treatment of VMM18 melanoma cells with a 10 nM dose of rapamycin inhibited the serum stimulated phosphorylation of p70S6K and 4EBP1 ( Figure  XREF_FIG , lane 3 ) ."
sent-api1344-UAZ-r1-1289294-52,Films exposed within the linear response range were scanned and used for densitometry analysis by Image Quant 5.2 .
sent-api1344-UAZ-r1-1289294-174,"In the present study , we found that the combination of inhibitors synergistic for inhibition of melanoma cell proliferation ."
sent-api1344-UAZ-r1-1289294-30,"Rapamycin is an FDA approved agent used as immunosuppressive therapy post organ transplant [ XREF_BIBR , XREF_BIBR ] ."
sent-api1344-UAZ-r1-1289294-80,"The phosphorylation of 4EBP1 has previously been demonstrated to retard migration in SDS-PAGE [ XREF_BIBR ] , seen as the upper band in the doublet in the even numbered lanes ( Figure  XREF_FIG ) ."
sent-api1344-UAZ-r1-1289294-63,"To assess whether a combination dose of rapamycin and BAY43-9006 is synergistic or simply additive , a focused isobologram method was used as described previously [ XREF_BIBR ] ."
sent-api1344-UAZ-r1-1289294-24,"B-Raf phosphorylates MEK1 and MEK2 on Ser217 and Ser221 , which activates it to dual phosphorylate ERKs , at Thr202 / Tyr204 for human ERK1 and Thr185 / Tyr187 for human ERK2 [ XREF_BIBR , XREF_BIBR ] ."
sent-api1344-UAZ-r1-1289294-147,"However , pharmacogenomic profiling indicates that melanomas are not , in general , PTEN deficient and therefore would be unresponsive to mTOR inhibitors ."
sent-api1344-UAZ-r1-1289294-143,Increase in cell growth ( size ) is a pre-requisite for cell proliferation .
sent-api1344-UAZ-r1-1289294-4,We tested the hypothesis that combination of targeted agents would be more effective than single agents in arresting melanoma cell proliferation .
sent-api1344-UAZ-r1-1289294-76,These human melanoma cell lines proliferated even in limiting serum ( 0.5 % ) .
sent-api1344-UAZ-r1-1289294-25,Mutations in RAF which cause constitutive activation of Raf kinase are thought to promote events leading to carcinogenesis .
sent-api1344-UAZ-r1-1289294-83,The phosphorylation of ERK paralleled the relative increase in proliferation for each of these cell lines .
sent-api1344-UAZ-r1-1289294-121,"We noted that total 4EBP1 in cells treated with a combination of rapamycin plus BAY43-9006 , or with U0126 , was lower relative to untreated cells or cells treated with either rapamycin or BAY43-9006 alone ."
sent-api1344-UAZ-r1-1289294-60,"Anti-Mouse IgG , peroxidase linked species specific whole antibody from sheep , secondary antibody ( Catalog #NA 931 , used at 1:5000 ) was purchased from Amersham Biosciences ."
sent-api1344-UAZ-r1-1289294-113,Antibodies to these proteins were used to show all the protein and therefore enable evaluation of the fraction phosphorylated under different conditions .
sent-api1344-UAZ-r1-1289294-109,"Rapamycin is an inhibitor of mTOR kinase and reduces phosphorylation of its substrates , p70S6K and 4EBP1 [ XREF_BIBR ] ."
sent-api1344-UAZ-r1-1289294-181,"Further , we exposed effects on pathways not thought to be targeted by agents currently used in the clinic ."
sent-api1344-UAZ-r1-1289294-0,Synergistic inhibition of human melanoma proliferation by combination treatment with B-Raf inhibitor BAY43-9006 and mTOR inhibitor Rapamycin .
sent-api1344-UAZ-r1-1289294-21,"Indeed , lead compounds have been produced and tested , and currently are working their way through clinical trials ."
sent-api1344-UAZ-r1-1289294-115,"Parallel treatment of VMM18 melanoma cells with a 10 nM dose of BAY43-9006 unexpectedly inhibited serum stimulated phosphorylation of p70S6K and 4EBP1 ( Figure  XREF_FIG , lane 4 ) ."
sent-api1344-UAZ-r1-1289294-59,"Phospho-MEK1/2 ( Ser217/221 ) Antibody ( Catalog # 2354S , used at 1:1000 ) was purchased from Cell Signaling ."
sent-api1344-UAZ-r1-1289294-36,"We hypothesized that the combination of multiple targeted therapeutic agents would result in enhanced inhibition of melanoma cell proliferation compared to either drug alone , because of synergy between effects on two pathways ."
sent-api1344-UAZ-r1-1289294-28,"Another molecular pathway commonly mutated ( 30 – 60 % ) in melanomas involves loss of the PTEN tumor suppressor gene , which can lead to constitutive activation of the mTOR kinase signaling pathway [ XREF_BIBR - XREF_BIBR ] ."
sent-api1344-UAZ-r1-1289294-177,"However , in a number of different cancers , single drug targeted therapy is only effective in about half of the patients [ XREF_BIBR ] ."
sent-api1344-UAZ-r1-1289294-98,A combination of the two drugs was markedly more effective than either drug alone at inhibiting serum stimulated melanoma cell proliferation .
sent-api1344-UAZ-r1-1289294-122,"Equal recovery of other proteins from the cells was demonstrated by immunoblotting both for p70S6K and for GAPDH , used as a loading control ."
sent-api1344-UAZ-r1-1289294-7,Melanoma cells containing the B-Raf mutation V599E were more sensitive than cells with wild-type B-raf to 10 nM doses of both BAY43-9006 and rapamycin .
sent-api1344-UAZ-r1-1289294-124,Rapamycin and BAY43-9006 inhibit phosphorylation of proteins in the B-Raf-MEK-ERK signaling pathway in melanoma cells .
sent-api1344-UAZ-r1-1289294-19,"The therapeutic effectiveness of Gleevec and relative absence of detrimental side-effects has made it a model for the development of an array of new therapeutic agents targeted to inhibit signal transduction enzymes , especially protein kinases ."
sent-api1344-UAZ-r1-1289294-51,Proteins were detected with Pierce SuperSignal West Pico Chemiluminescent substrate ( # 34080 ) as recommended by the manufacturer and used to expose to Kodak BioMax film .
sent-api1344-UAZ-r1-1289294-159,"At concentrations in the nanomolar range , we observed dose dependent inhibition of cell proliferation by either rapamycin or BAY43-9006 ."
sent-api1344-UAZ-r1-1289294-11,Conclusion .
sent-api1344-UAZ-r1-1289294-117,"Combination treatment with a 10 nM dose of rapamycin plus a 10 nM dose of BAY43-9006 blocked phosphorylation of p70S6K and 4EBP1 as effectively as either drug alone ( Figure  XREF_FIG , lane 5 ) ."
sent-api1344-UAZ-r1-1289294-111,"VMM18 melanoma cells grown in the presence of 5 % serum had enhanced phosphorylation of p70S6K and 4EBP1 ( Figure  XREF_FIG , lane 2 ) relative to cells grown in the absence of serum ( Figure  XREF_FIG , PBS , lane 1 ) ."
sent-api1344-UAZ-r1-1289294-61,"Anti-rabbit IgG , peroxidase linked species specific whole secondary antibody from donkey ( Catalog # NA934 , used at 1:5000 ) was also purchased from Amersham Biosciences ."
sent-api1344-UAZ-r1-1289294-85,We examined the serum dependent proliferation of multiple human melanoma cell lines and the effects of inhibition of B-Raf by BAY43-9006 and of mTOR by rapamycin .
sent-api1344-UAZ-r1-1289294-127,"Treatment of VMM18 melanoma cells with a 10 nM dose of BAY 43-9006 produced a 75 % decrease in the dual phosphorylation of ERK ( Figure  XREF_FIG , lane 4 ) and reduced the phosphorylation of MEK below detection levels ( not shown ) ."
sent-api1344-UAZ-r1-1289294-93,"We observed that melanoma cell lines that contain the V599E mutation in B-Raf ( VMM5A and VMM18 ) were more sensitive to BAY43-9006 and to rapamycin , compared to cell lines with wild-type B-Raf ( VMM39 ) ."
sent-api1344-UAZ-r1-1289294-110,"BAY 43-9006 is a chemical inhibitor of B-Raf kinase and reduces phosphorylation of MEK and ERK [ XREF_BIBR , XREF_BIBR ] ."
sent-api1344-UAZ-r1-1289294-130,Our interpretation of this result is that mTOR activity is required to maintain the phosphorylation of ERK in melanoma cells .
sent-api1344-UAZ-r1-1289294-105,"Furthermore , VMM18 , which contains the V599E substitution , was more sensitive to the combination treatment than melanoma cell lines with wild-type B-Raf , consistent with the enhanced sensitivity at the 10 nM dose of each agent ( Figure  XREF_FIG  above ) ."
sent-api1344-UAZ-r1-1289294-158,"Thus , we could use the consistent serum response to compare cell growth and proliferation with a variety of melanoma cell lines ."
sent-api1344-UAZ-r1-1289294-73,We examined the serum dependent proliferation of various human melanoma cell lines .
sent-api1344-UAZ-r1-1289294-180,Our results show synergistic inhibition of cell proliferation with drugs against different pathways .
sent-api1344-UAZ-r1-1289294-9,"As expected , rapamycin inhibited the phosphorylation of mTOR substrates , p70S6K and 4EBP1 , and BAY43-9006 inhibited phosphorylation of ERK , which is dependent on B-Raf activity ."
sent-api1344-UAZ-r1-1289294-74,"Figure  XREF_FIG  is a growth curve for the VMM18 cell line , which is representative of the growth curves generated for each of the cell lines from a collection of human melanomas ( Table  XREF_TABLE ) ."
sent-api1344-UAZ-r1-1289294-183,Competing interests .
sent-api1344-UAZ-r1-1289294-142,The mTOR kinase responds to both nutrient and growth factor signals to activate p70S6K and 4EBP1 to increase protein translation as part of a cell growth response [ XREF_BIBR ] .
sent-api1344-UAZ-r1-1289294-91,Proliferation of the cells was inhibited in either 5 % or 0.5 % serum .
sent-api1344-UAZ-r1-1289294-96,Combining Rapamycin with BAY43-9006 synergistically inhibits serum dependent proliferation of melanoma cells .
sent-api1344-UAZ-r1-1289294-120,This result showed that MEK / ERK activities contribute to phosphorylation of p70S6K and 4EBP1 .
sent-api1344-UAZ-r1-1289294-86,"Melanoma cell lines were tested for proliferation after treatment with a single dose of BAY43-9006 or rapamycin using Cell Titer-Glo ( Promega Corporation , Madison , WI ) , a luminescence based ATP cell viability assay ."
sent-api1344-UAZ-r1-1289294-65,The straight line connecting these IC70 values is the locus of points ( dose pairs ) that produce a simply additive combination .
sent-api1344-UAZ-r1-1289294-132,"This inhibition of ERK phosphorylation by combination of rapamycin and BAY43-9006 was as effective as inhibition of MEK by the U0126 compound ( Figure  XREF_FIG , compare lanes 5 and 6 ) ."
sent-api1344-UAZ-r1-1289294-71,Results .
