,Element Name,Element Type,Element ID,Location,Location ID,Cell Line,Cell Type,Organism,Positive Reg Name,Positive Reg Type,Positive Reg ID,Positive Reg Location,Positive Reg Location ID,Negative Reg Name,Negative Reg Type,Negative Reg ID,Negative Reg Location,Negative Reg Location ID,Connection Type,Database Name,Mechanism,Paper ID,Evidence,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
551,il-2,protein,p60568,nan,nan,nan,nan,nan,cd4,protein,p01730,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['pmc7851051', 'pmc6174845', 'pmc7279007', 'pmc9315201', 'pmc4746098', 'pmc7851051', 'pmc6174845', 'pmc7279007', 'pmc9315201', 'pmc4746098']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",10,100,40,1,1040
253,cd28,protein,p10747,nan,nan,nan,nan,nan,cd19,protein,p15391,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc4482147', 'pmc7269815', 'pmc10010331', 'pmc9862812']","['nan', 'nan', 'nan', 'nan']",4,100,40,1,440
260,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,pd-l1,protein,q9nzq7,nan,nan,i,"['nan', 'nan', 'nan']","['nan', 'nan', 'nan']","['pmc9141239', 'pmc10288912', 'pmc6558778']","['nan', 'nan', 'nan']",3,100,40,1,340
572,il-2,protein,p60568,nan,nan,nan,nan,nan,pd-l1,protein,q9nzq7,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan']","['nan', 'nan', 'nan']","['pmc7607631', 'pmc7607631', 'pmc9961031']","['nan', 'nan', 'nan']",3,100,40,1,340
351,cr,protein,p08174,nan,nan,nan,nan,nan,cd19,protein,p15391,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan']","['nan', 'nan', 'nan']","['pmc8939233', 'pmc7926700', 'pmc9862812']","['nan', 'nan', 'nan']",3,100,40,1,340
864,stat5a,protein,p42229,nan,nan,nan,nan,nan,il-7,protein,p13232,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8220804', 'pmc8220804']","['nan', 'nan']",2,100,40,1,240
259,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cd4,protein,p01730,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc9793449', 'pmc9793449']","['nan', 'nan']",2,100,40,1,240
558,il-2,protein,p60568,nan,nan,nan,nan,nan,killer,protein,o14763,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc5893529', 'pmc5893529']","['nan', 'nan']",2,100,40,1,240
557,il-2,protein,p60568,nan,nan,nan,nan,nan,il-7,protein,p13232,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8353356', 'pmc8353356']","['nan', 'nan']",2,100,40,1,240
254,cd28,protein,p10747,nan,nan,nan,nan,nan,cd4,protein,p01730,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc7851051', 'pmc7851051']","['nan', 'nan']",2,100,40,1,240
252,cd28,protein,p10747,nan,nan,nan,nan,nan,cd137,protein,q07011,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc9975250', 'pmc9975250']","['nan', 'nan']",2,100,40,1,240
660,interleukin-2,protein,p60568,nan,nan,nan,nan,nan,cd19,protein,p15391,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc6300726', 'pmc6300726']","['nan', 'nan']",2,100,40,1,240
250,cd28,protein,p10747,nan,nan,nan,nan,nan,4-1bb,protein,q07011,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc7691374', 'pmc7691374']","['nan', 'nan']",2,100,40,1,240
191,cd,protein,p16410,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cd55,protein,p08174,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc9820921', 'pmc9820921']","['nan', 'nan']",2,100,40,1,240
547,il-2,protein,p60568,nan,nan,nan,nan,nan,cd19,protein,p15391,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc7607631', 'pmc7607631']","['nan', 'nan']",2,100,40,1,240
435,foxp3,protein,b7zlg1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ox40,protein,p43489,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc6511336', 'pmc6511336']","['nan', 'nan']",2,100,40,1,240
826,relb,protein,q01201,nan,nan,nan,nan,nan,map3k14,protein,q99558,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc9841868', 'pmc9841868']","['nan', 'nan']",2,100,40,1,240
262,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,shp2,protein,q06124,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc6174845', 'pmc9708373']","['nan', 'nan']",2,100,40,1,240
543,il-2,protein,p60568,nan,nan,nan,nan,nan,car-t,protein,q16568,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8279746', 'pmc8279746']","['nan', 'nan']",2,100,40,1,240
565,il-2,protein,p60568,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,il-15,protein,p40933,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc10486391', 'pmc10486391']","['nan', 'nan']",2,100,40,1,240
889,tc,protein,p08174,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ctla4,protein,p16410,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc10002487', 'pmc10002487']","['nan', 'nan']",2,100,40,1,240
885,tak1,protein,o43318,nan,nan,nan,nan,nan,traf6,protein,q9y4k3,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8832753', 'pmc8832753']","['nan', 'nan']",2,100,40,1,240
549,il-2,protein,p60568,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['pmc9939256', 'pmc4482147', 'pmc5022178', 'pmc9599749', 'pmc7851051', 'pmc7279007', 'pmc3382912', 'pmc7607631', 'pmc7973425', 'pmc9939256', 'pmc4482147', 'pmc5022178', 'pmc9599749', 'pmc7851051', 'pmc7279007', 'pmc3382912', 'pmc7607631', 'pmc7973425']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",18,10,1,1,181
562,il-2,protein,p60568,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cbl-b,protein,q13191,nan,nan,i,['nan'],['nan'],['pmc7813298'],['nan'],1,100,40,1,140
563,il-2,protein,p60568,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,gitr,protein,q9y5u5,nan,nan,i,['nan'],['nan'],['pmc8773791'],['nan'],1,100,40,1,140
544,il-2,protein,p60568,nan,nan,nan,nan,nan,cd107a,protein,p11279,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8571204'],['nan'],1,100,40,1,140
574,il-2,protein,p60568,nan,nan,nan,nan,nan,tlr2,protein,o60603,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8606765'],['nan'],1,100,40,1,140
573,il-2,protein,p60568,nan,nan,nan,nan,nan,taci,protein,o14836,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc9939256'],['nan'],1,100,40,1,140
545,il-2,protein,p60568,nan,nan,nan,nan,nan,cd123,protein,p26951,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc7292050'],['nan'],1,100,40,1,140
571,il-2,protein,p60568,nan,nan,nan,nan,nan,p/i,protein,p01009,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc9513944'],['nan'],1,100,40,1,140
550,il-2,protein,p60568,nan,nan,nan,nan,nan,cd30,protein,p28908,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8850188'],['nan'],1,100,40,1,140
192,cd,protein,p16410,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cd59,protein,p13987,nan,nan,i,['nan'],['nan'],['pmc9820921'],['nan'],1,100,40,1,140
570,il-2,protein,p60568,nan,nan,nan,nan,nan,ox40,protein,p43489,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8773791'],['nan'],1,100,40,1,140
569,il-2,protein,p60568,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,tim-3,protein,q8tdq0,nan,nan,i,['nan'],['nan'],['pmc9807865'],['nan'],1,100,40,1,140
552,il-2,protein,p60568,nan,nan,nan,nan,nan,ctla-4,protein,p16410,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc4482147'],['nan'],1,100,40,1,140
568,il-2,protein,p60568,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,tigit,protein,q495a1,nan,nan,i,['nan'],['nan'],['pmc9807865'],['nan'],1,100,40,1,140
553,il-2,protein,p60568,nan,nan,nan,nan,nan,egfr,protein,p00533,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc7520465'],['nan'],1,100,40,1,140
888,tc,protein,p08174,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,caspase-3,protein,p42574,nan,nan,i,['nan'],['nan'],['pmc7174069'],['nan'],1,100,40,1,140
561,il-2,protein,p60568,nan,nan,nan,nan,nan,muc1,protein,p15941,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc7211288'],['nan'],1,100,40,1,140
564,il-2,protein,p60568,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ikzf1,protein,q13422,nan,nan,i,['nan'],['nan'],['pmc8738460'],['nan'],1,100,40,1,140
555,il-2,protein,p60568,nan,nan,nan,nan,nan,gal-9,protein,o00182,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8391477'],['nan'],1,100,40,1,140
556,il-2,protein,p60568,nan,nan,nan,nan,nan,ikzf1,protein,q13422,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8738460'],['nan'],1,100,40,1,140
123,c-rel,protein,q04864,nan,nan,nan,nan,nan,peli1,protein,q96fa3,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc6929154'],['nan'],1,100,40,1,140
124,ca,chemical,271,nan,nan,nan,nan,nan,cd38,protein,p28907,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc9814974'],['nan'],1,100,40,1,140
125,ca,chemical,271,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,kv1.3,protein,p22001,nan,nan,i,['nan'],['nan'],['pmc6562712'],['nan'],1,100,40,1,140
567,il-2,protein,p60568,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,pd-l1,protein,q9nzq7,nan,nan,i,['nan'],['nan'],['pmc9675732'],['nan'],1,100,40,1,140
861,stat5a,protein,p42229,nan,nan,nan,nan,nan,il-15,protein,p40933,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8220804'],['nan'],1,100,40,1,140
566,il-2,protein,p60568,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,lck,protein,p06239,nan,nan,i,['nan'],['nan'],['pmc6390292'],['nan'],1,100,40,1,140
863,stat5a,protein,p42229,nan,nan,nan,nan,nan,il-21,protein,q9gzx6,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8220804'],['nan'],1,100,40,1,140
542,il-2,protein,p60568,nan,nan,nan,nan,nan,bcma,protein,q02223,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8304527'],['nan'],1,100,40,1,140
559,il-2,protein,p60568,nan,nan,nan,nan,nan,lck,protein,p06239,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc9975250'],['nan'],1,100,40,1,140
560,il-2,protein,p60568,nan,nan,nan,nan,nan,mice,protein,p31944,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8546260'],['nan'],1,100,40,1,140
546,il-2,protein,p60568,nan,nan,nan,nan,nan,cd137,protein,q07011,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc7973425'],['nan'],1,100,40,1,140
236,cd25,protein,p01589,nan,nan,nan,nan,nan,cd4,protein,p01730,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc9237814'],['nan'],1,100,40,1,140
438,foxp3,protein,b7zlg1,nan,nan,nan,nan,nan,tr1,protein,o00300,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc5868074'],['nan'],1,100,40,1,140
352,cr,protein,p08174,nan,nan,nan,nan,nan,cd22,protein,p20273,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8939233'],['nan'],1,100,40,1,140
430,foxp3,protein,b7zlg1,nan,nan,nan,nan,nan,car,protein,p36575,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc5613123'],['nan'],1,100,40,1,140
798,phosphatase and tensin homolog,protein,p60484,nan,nan,nan,nan,nan,hes1,protein,a0a0b4j2d5,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc6984804'],['nan'],1,100,40,1,140
661,interleukin-2,protein,p60568,nan,nan,nan,nan,nan,cd7,protein,p09564,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc10125858'],['nan'],1,100,40,1,140
663,interleukin-2,protein,p60568,nan,nan,nan,nan,nan,tumor necrosis factor,protein,p01375,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc4948190'],['nan'],1,100,40,1,140
666,ipex,protein,q9bzs1,nan,nan,nan,nan,nan,tr1,protein,o00300,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc9522664'],['nan'],1,100,40,1,140
769,p-stat5,protein,p42229,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ptp1b,protein,p18031,nan,nan,i,['nan'],['nan'],['pmc8904293'],['nan'],1,100,40,1,140
768,p-mtor,protein,p42345,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sfn,protein,p31947,nan,nan,i,['nan'],['nan'],['pmc8614004'],['nan'],1,100,40,1,140
766,os,protein,o15344,nan,nan,nan,nan,nan,bcma,protein,q02223,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc9105926'],['nan'],1,100,40,1,140
372,ct,protein,p49585,nan,nan,nan,nan,nan,mass,protein,p35555,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8026848'],['nan'],1,100,40,1,140
437,foxp3,protein,b7zlg1,nan,nan,nan,nan,nan,tlr2,protein,o60603,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8606765'],['nan'],1,100,40,1,140
486,hydrogen peroxide,chemical,784,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,catalase,protein,p04040,nan,nan,i,['nan'],['nan'],['pmc9454442'],['nan'],1,100,40,1,140
740,nfkb,protein,p19838,nan,nan,nan,nan,nan,smac,protein,q9nr28,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc9098815'],['nan'],1,100,40,1,140
739,nf-kb,protein,p19838,nan,nan,nan,nan,nan,vav,other,vav,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8005572'],['nan'],1,100,40,1,140
738,nf-kb,protein,p19838,nan,nan,nan,nan,nan,traf2,protein,q12933,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc5645034'],['nan'],1,100,40,1,140
737,nf-kb,protein,p19838,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,bcma,protein,q02223,nan,nan,i,['nan'],['nan'],['pmc9439649'],['nan'],1,100,40,1,140
736,nf-kb,protein,p19838,nan,nan,nan,nan,nan,gs,protein,p15104,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc9439649'],['nan'],1,100,40,1,140
735,nf-kb,protein,p19838,nan,nan,nan,nan,nan,bcma,protein,q02223,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc9439649'],['nan'],1,100,40,1,140
728,mtor,protein,p42345,nan,nan,nan,nan,nan,icos,protein,q9y6w8,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc9496564'],['nan'],1,100,40,1,140
431,foxp3,protein,b7zlg1,nan,nan,nan,nan,nan,cd39,protein,p49961,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc9141239'],['nan'],1,100,40,1,140
432,foxp3,protein,b7zlg1,nan,nan,nan,nan,nan,cd4,protein,p01730,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc5868074'],['nan'],1,100,40,1,140
433,foxp3,protein,b7zlg1,nan,nan,nan,nan,nan,cd70,protein,p32970.t,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc10441059'],['nan'],1,100,40,1,140
265,cd28,protein,p10747,nan,nan,nan,nan,nan,zap70,protein,p43403,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8893275'],['nan'],1,100,40,1,140
436,foxp3,protein,b7zlg1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,tlr5,protein,o60602,nan,nan,i,['nan'],['nan'],['pmc8606765'],['nan'],1,100,40,1,140
576,il-2,protein,p60568,nan,nan,nan,nan,nan,tnfr2,protein,p20333,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8546260'],['nan'],1,100,40,1,140
237,cd25,protein,p01589,nan,nan,nan,nan,nan,cd5,protein,p06127,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8948246'],['nan'],1,100,40,1,140
238,cd25,protein,p01589,nan,nan,nan,nan,nan,cd7,protein,p09564,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8948246'],['nan'],1,100,40,1,140
241,cd25,protein,p01589,nan,nan,nan,nan,nan,il-15,protein,p40933,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc6343266'],['nan'],1,100,40,1,140
242,cd25,protein,p01589,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4-1bb,protein,q07011,nan,nan,i,['nan'],['nan'],['pmc8575891'],['nan'],1,100,40,1,140
243,cd25,protein,p01589,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cd4,protein,p01730,nan,nan,i,['nan'],['nan'],['pmc9101510'],['nan'],1,100,40,1,140
244,cd25,protein,p01589,nan,nan,nan,nan,nan,ox40,protein,p43489,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc9496564'],['nan'],1,100,40,1,140
434,foxp3,protein,b7zlg1,nan,nan,nan,nan,nan,helios,protein,q9uks7,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc9522664'],['nan'],1,100,40,1,140
251,cd28,protein,p10747,nan,nan,nan,nan,nan,cd134,protein,p43489,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc2864912'],['nan'],1,100,40,1,140
255,cd28,protein,p10747,nan,nan,nan,nan,nan,ctla-4,protein,p16410,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc4482147'],['nan'],1,100,40,1,140
256,cd28,protein,p10747,nan,nan,nan,nan,nan,her2,protein,p04626,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8047430'],['nan'],1,100,40,1,140
817,protein kinase b,protein,p31749,nan,nan,nan,nan,nan,costimulatory molecule,protein,q5zpr3,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc5465249'],['nan'],1,100,40,1,140
258,cd28,protein,p10747,nan,nan,nan,nan,nan,m-csf,protein,p09603,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8714859'],['nan'],1,100,40,1,140
261,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,shp-2,protein,q06124,nan,nan,i,['nan'],['nan'],['pmc7885876'],['nan'],1,100,40,1,140
263,cd28,protein,p10747,nan,nan,nan,nan,nan,p56,protein,p09914,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8005572'],['nan'],1,100,40,1,140
264,cd28,protein,p10747,nan,nan,nan,nan,nan,tim-3,protein,q8tdq0,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8638458'],['nan'],1,100,40,1,140
575,il-2,protein,p60568,nan,nan,nan,nan,nan,tm,protein,p07204,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc5022178'],['nan'],1,100,40,1,140
727,mtor,protein,p42345,nan,nan,nan,nan,nan,bcr,protein,p11274,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8532523'],['nan'],1,100,40,1,140
616,il2,protein,p60568,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,socs3,protein,o14543,nan,nan,i,['nan'],['nan'],['pmc6929154'],['nan'],1,100,40,1,140
21,akt1,protein,p31749,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,viii,protein,p10176,nan,nan,i,['nan'],['nan'],['pmc5359873'],['nan'],1,100,40,1,140
609,il2,protein,p60568,nan,nan,nan,nan,nan,bcma,protein,q02223,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc9401500'],['nan'],1,100,40,1,140
702,mammalian target of rapamycin,protein,p42345,nan,nan,nan,nan,nan,glutaminase,protein,o94925,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc7761500'],['nan'],1,100,40,1,140
611,il2,protein,p60568,nan,nan,nan,nan,nan,hpl,protein,p09382,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc6883585'],['nan'],1,100,40,1,140
612,il2,protein,p60568,nan,nan,nan,nan,nan,igf-i,protein,p05019,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc9973402'],['nan'],1,100,40,1,140
615,il2,protein,p60568,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ptp1b,protein,p18031,nan,nan,i,['nan'],['nan'],['pmc8904293'],['nan'],1,100,40,1,140
613,il2,protein,p60568,nan,nan,nan,nan,nan,lck,protein,p06239,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8821972'],['nan'],1,100,40,1,140
729,mtor,protein,p42345,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,i,['nan'],['nan'],['pmc8758144'],['nan'],1,10,40,1,50
887,tc,protein,p08174,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc10002487'],['nan'],1,10,40,1,50
6,4-1bb,protein,q07011,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['pmc6256819', 'pmc6307389', 'pmc5638568', 'pmc6256819', 'pmc6307389', 'pmc5638568']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan']",6,1,40,1,46
596,il-7,protein,p13232,nan,nan,nan,nan,nan,il-2,protein,p60568,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['pmc5767585', 'pmc6509561', 'pmc5839992', 'pmc5767585', 'pmc6509561', 'pmc5839992']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan']",6,1,40,1,46
285,cd4,protein,p01730,nan,nan,nan,nan,nan,il-2,protein,p60568,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['pmc5767585', 'pmc8353356', 'pmc6509561', 'pmc5767585', 'pmc8353356', 'pmc6509561']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan']",6,1,40,1,46
871,t cell activation,biological process,go:0042110,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['pmc6562702', 'pmc9986336', 'pmc6511336', 'pmc9098815', 'pmc9549966', 'pmc9708373']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan']",6,1,40,1,46
691,lck,protein,p06239,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc8834324', 'pmc9975250', 'pmc8834324', 'pmc9975250']","['nan', 'nan', 'nan', 'nan']",4,1,40,1,44
159,cart,protein,q16568,nan,nan,nan,nan,nan,il-2,protein,p60568,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc5767585', 'pmc5767585', 'pmc5767585', 'pmc5767585']","['nan', 'nan', 'nan', 'nan']",4,1,40,1,44
281,cd4,protein,p01730,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc8016106', 'pmc8488356', 'pmc8016106', 'pmc8488356']","['nan', 'nan', 'nan', 'nan']",4,1,40,1,44
496,ifng,protein,p01579,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan']","['nan', 'nan', 'nan']","['pmc6732842', 'pmc7885876', 'pmc8593824']","['nan', 'nan', 'nan']",3,1,40,1,43
508,il-10,protein,p22301,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan']","['nan', 'nan', 'nan']","['pmc9599749', 'pmc8575891', 'pmc3382912']","['nan', 'nan', 'nan']",3,1,40,1,43
